"Title","Type","Circulation","Price","Year","Month","Date"
"Saturday Evening Post","Slick","2,661,744","0.00","1926","10","30 Oct 1926"
"Saturday Evening Post","Slick","2,710,046","0.00","1926","11","06 Nov 1926"
"Saturday Evening Post","Slick","2,732,928","0.00","1926","11","13 Nov 1926"
"Saturday Evening Post","Slick","2,706,079","0.00","1926","11","20 Nov 1926"
"Saturday Evening Post","Slick","2,726,741","0.00","1926","11","27 Nov 1926"
"Saturday Evening Post","Slick","2,763,746","0.00","1926","12","04 Dec 1926"
"Saturday Evening Post","Slick","2,745,416","0.00","1926","12","11 Dec 1926"
"Saturday Evening Post","Slick","2,706,223","0.00","1926","12","18 Dec 1926"
"Saturday Evening Post","Slick","2,618,359","0.00","1926","12","25 Dec 1926"
"Saturday Evening Post","Slick","2,936,839","0.00","1928","1","07 Jan 1928"
"Saturday Evening Post","Slick","2,959,411","0.00","1928","1","14 Jan 1928"
"Saturday Evening Post","Slick","2,964,525","0.00","1928","1","21 Jan 1928"
"Saturday Evening Post","Slick","2,968,229","0.00","1928","1","28 Jan 1928"
"Saturday Evening Post","Slick","2,941,550","0.00","1928","2","04 Feb 1928"
"Saturday Evening Post","Slick","2,945,557","0.00","1928","2","11 Feb 1928"
"Saturday Evening Post","Slick","2,960,280","0.00","1928","2","18 Feb 1928"
"Saturday Evening Post","Slick","2,977,626","0.00","1928","2","25 Feb 1928"
"Saturday Evening Post","Slick","3,028,408","0.00","1928","3","03 Mar 1928"
"Saturday Evening Post","Slick","2,966,406","0.00","1928","3","10 Mar 1928"
"Saturday Evening Post","Slick","2,967,516","0.00","1928","3","17 Mar 1928"
"Saturday Evening Post","Slick","2,951,769","0.00","1928","3","24 Mar 1928"
"Saturday Evening Post","Slick","2,941,129","0.00","1928","3","31 Mar 1928"
"Saturday Evening Post","Slick","2,912,716","0.00","1928","4","07 Apr 1928"
"Saturday Evening Post","Slick","2,925,864","0.00","1928","4","14 Apr 1928"
"Saturday Evening Post","Slick","2,921,286","0.00","1928","4","21 Apr 1928"
"Saturday Evening Post","Slick","2,898,800","0.00","1928","4","28 Apr 1928"
"Saturday Evening Post","Slick","2,871,719","0.00","1928","5","05 May 1928"
"Saturday Evening Post","Slick","2,853,803","0.00","1928","5","12 May 1928"
"Saturday Evening Post","Slick","2,852,639","0.00","1928","5","19 May 1928"
"Saturday Evening Post","Slick","2,831,735","0.00","1928","5","26 May 1928"
"Saturday Evening Post","Slick","2,811,145","0.00","1928","6","02 Jun 1928"
"Saturday Evening Post","Slick","2,794,589","0.00","1928","6","09 Jun 1928"
"Saturday Evening Post","Slick","2,784,552","0.00","1928","6","16 Jun 1928"
"Saturday Evening Post","Slick","2,763,212","0.00","1928","6","23 Jun 1928"
"Saturday Evening Post","Slick","2,723,108","0.00","1928","6","30 Jun 1928"
"Saturday Evening Post","Slick","2,724,266","0.00","1929","7","06 Jul 1929"
"Saturday Evening Post","Slick","2,743,779","0.00","1929","7","13 Jul 1929"
"Saturday Evening Post","Slick","2,756,675","0.00","1929","7","20 Jul 1929"
"Saturday Evening Post","Slick","2,796,268","0.00","1929","7","27 Jul 1929"
"Saturday Evening Post","Slick","2,794,705","0.00","1929","8","03 Aug 1929"
"Saturday Evening Post","Slick","2,801,416","0.00","1929","8","10 Aug 1929"
"Saturday Evening Post","Slick","2,800,967","0.00","1929","8","17 Aug 1929"
"Saturday Evening Post","Slick","2,806,689","0.00","1929","8","24 Aug 1929"
"Saturday Evening Post","Slick","2,796,405","0.00","1929","8","31 Aug 1929"
"Saturday Evening Post","Slick","2,805,710","0.00","1929","9","07 Sep 1929"
"Saturday Evening Post","Slick","2,810,761","0.00","1929","9","14 Sep 1929"
"Saturday Evening Post","Slick","2,801,215","0.00","1929","9","21 Sep 1929"
"Saturday Evening Post","Slick","2,811,123","0.00","1929","9","28 Sep 1929"
"Saturday Evening Post","Slick","2,826,371","0.00","1929","10","05 Oct 1929"
"Saturday Evening Post","Slick","2,836,512","0.00","1929","10","12 Oct 1929"
"Saturday Evening Post","Slick","2,843,473","0.00","1929","10","19 Oct 1929"
"Saturday Evening Post","Slick","2,847,612","0.00","1929","10","26 Oct 1929"
"Saturday Evening Post","Slick","2,872,645","0.00","1929","11","02 Nov 1929"
"Saturday Evening Post","Slick","2,889,699","0.00","1929","11","09 Nov 1929"
"Saturday Evening Post","Slick","2,895,466","0.00","1929","11","16 Nov 1929"
"Saturday Evening Post","Slick","2,862,224","0.00","1929","11","23 Nov 1929"
"Saturday Evening Post","Slick","2,873,640","0.00","1929","11","30 Nov 1929"
"Saturday Evening Post","Slick","2,911,792","0.00","1929","12","07 Dec 1929"
"Saturday Evening Post","Slick","2,873,766","0.00","1929","12","14 Dec 1929"
"Saturday Evening Post","Slick","2,781,528","0.00","1929","12","21 Dec 1929"
"Saturday Evening Post","Slick","2,786,461","0.00","1929","12","28 Dec 1929"
"Saturday Evening Post","Slick","2,900,072","0.00","1930","1","04 Jan 1930"
"Saturday Evening Post","Slick","2,947,275","0.00","1930","1","11 Jan 1930"
"Saturday Evening Post","Slick","2,977,902","0.00","1930","1","18 Jan 1930"
"Saturday Evening Post","Slick","2,998,558","0.00","1930","1","25 Jan 1930"
"Saturday Evening Post","Slick","3,012,049","0.00","1930","2","01 Feb 1930"
"Saturday Evening Post","Slick","3,012,979","0.00","1930","2","08 Feb 1930"
"Saturday Evening Post","Slick","3,026,589","0.00","1930","2","15 Feb 1930"
"Saturday Evening Post","Slick","3,049,995","0.00","1930","2","22 Feb 1930"
"Saturday Evening Post","Slick","3,103,498","0.00","1930","3","01 Mar 1930"
"Saturday Evening Post","Slick","3,060,348","0.00","1930","3","08 Mar 1930"
"Saturday Evening Post","Slick","3,032,876","0.00","1930","3","15 Mar 1930"
"Saturday Evening Post","Slick","3,010,575","0.00","1930","3","22 Mar 1930"
"Saturday Evening Post","Slick","2,987,781","0.00","1930","3","29 Mar 1930"
"Saturday Evening Post","Slick","2,948,322","0.00","1930","4","05 Apr 1930"
"Saturday Evening Post","Slick","2,914,344","0.00","1930","4","12 Apr 1930"
"Saturday Evening Post","Slick","2,916,025","0.00","1930","4","19 Apr 1930"
"Saturday Evening Post","Slick","2,904,212","0.00","1930","4","26 Apr 1930"
"Saturday Evening Post","Slick","2,876,413","0.00","1930","5","03 May 1930"
"Saturday Evening Post","Slick","2,852,064","0.00","1930","5","10 May 1930"
"Saturday Evening Post","Slick","2,852,933","0.00","1930","5","17 May 1930"
"Saturday Evening Post","Slick","2,817,598","0.00","1930","5","24 May 1930"
"Saturday Evening Post","Slick","2,806,753","0.00","1930","5","31 May 1930"
"Saturday Evening Post","Slick","2,794,264","0.00","1930","6","07 Jun 1930"
"Saturday Evening Post","Slick","2,755,511","0.00","1930","6","14 Jun 1930"
"Saturday Evening Post","Slick","2,741,530","0.00","1930","6","21 Jun 1930"
"Saturday Evening Post","Slick","2,732,984","0.00","1930","6","28 Jun 1930"
"Saturday Evening Post","Slick","2,663,014","0.00","1931","7","04 Jul 1931"
"Saturday Evening Post","Slick","2,713,049","0.00","1931","7","11 Jul 1931"
"Saturday Evening Post","Slick","2,709,236","0.00","1931","7","18 Jul 1931"
"Saturday Evening Post","Slick","2,742,846","0.00","1931","7","25 Jul 1931"
"Saturday Evening Post","Slick","2,740,505","0.00","1931","8","01 Aug 1931"
"Saturday Evening Post","Slick","2,781,168","0.00","1931","8","08 Aug 1931"
"Saturday Evening Post","Slick","2,835,588","0.00","1931","8","15 Aug 1931"
"Saturday Evening Post","Slick","2,838,485","0.00","1931","8","22 Aug 1931"
"Saturday Evening Post","Slick","2,889,004","0.00","1931","8","29 Aug 1931"
"Saturday Evening Post","Slick","2,861,881","0.00","1931","9","05 Sep 1931"
"Saturday Evening Post","Slick","2,870,952","0.00","1931","9","12 Sep 1931"
"Saturday Evening Post","Slick","2,871,342","0.00","1931","9","19 Sep 1931"
"Saturday Evening Post","Slick","2,882,658","0.00","1931","9","26 Sep 1931"
"Saturday Evening Post","Slick","2,953,355","0.00","1931","10","03 Oct 1931"
"Saturday Evening Post","Slick","2,885,060","0.00","1931","10","10 Oct 1931"
"Saturday Evening Post","Slick","2,893,483","0.00","1931","10","17 Oct 1931"
"Saturday Evening Post","Slick","2,909,751","0.00","1931","10","24 Oct 1931"
"Saturday Evening Post","Slick","2,927,992","0.00","1931","10","31 Oct 1931"
"Saturday Evening Post","Slick","2,954,139","0.00","1931","11","07 Nov 1931"
"Saturday Evening Post","Slick","2,985,739","0.00","1931","11","14 Nov 1931"
"Saturday Evening Post","Slick","2,985,625","0.00","1931","11","21 Nov 1931"
"Saturday Evening Post","Slick","2,959,022","0.00","1931","11","28 Nov 1931"
"Saturday Evening Post","Slick","3,033,632","0.00","1931","12","05 Dec 1931"
"Saturday Evening Post","Slick","2,991,524","0.00","1931","12","12 Dec 1931"
"Saturday Evening Post","Slick","2,910,079","0.00","1931","12","19 Dec 1931"
"Saturday Evening Post","Slick","2,846,020","0.00","1931","12","26 Dec 1931"
"Saturday Evening Post","Slick","2,943,096","0.00","1932","1","02 Jan 1932"
"Saturday Evening Post","Slick","3,060,359","0.00","1932","1","09 Jan 1932"
"Saturday Evening Post","Slick","3,043,778","0.00","1932","1","16 Jan 1932"
"Saturday Evening Post","Slick","3,040,033","0.00","1932","1","23 Jan 1932"
"Saturday Evening Post","Slick","3,046,874","0.00","1932","1","30 Jan 1932"
"Saturday Evening Post","Slick","3,056,714","0.00","1932","2","06 Feb 1932"
"Saturday Evening Post","Slick","3,100,903","0.00","1932","2","13 Feb 1932"
"Saturday Evening Post","Slick","3,068,943","0.00","1932","2","20 Feb 1932"
"Saturday Evening Post","Slick","2,081,984","0.00","1932","2","27 Feb 1932"
"Saturday Evening Post","Slick","3,173,439","0.00","1932","3","05 Mar 1932"
"Saturday Evening Post","Slick","3,123,436","0.00","1932","3","12 Mar 1932"
"Saturday Evening Post","Slick","3,097,620","0.00","1932","3","19 Mar 1932"
"Saturday Evening Post","Slick","3,068,191","0.00","1932","3","26 Mar 1932"
"Saturday Evening Post","Slick","3,062,810","0.00","1932","4","02 Apr 1932"
"Saturday Evening Post","Slick","3,001,554","0.00","1932","4","09 Apr 1932"
"Saturday Evening Post","Slick","2,968,651","0.00","1932","4","16 Apr 1932"
"Saturday Evening Post","Slick","2,944,456","0.00","1932","4","23 Apr 1932"
"Saturday Evening Post","Slick","2,897,152","0.00","1932","4","30 Apr 1932"
"Saturday Evening Post","Slick","2,786,918","0.00","1932","5","07 May 1932"
"Saturday Evening Post","Slick","2,755,235","0.00","1932","5","14 May 1932"
"Saturday Evening Post","Slick","2,715,000","0.00","1932","5","21 May 1932"
"Saturday Evening Post","Slick","2,712,029","0.00","1932","5","28 May 1932"
"Saturday Evening Post","Slick","2,696,695","0.00","1932","6","04 Jun 1932"
"Saturday Evening Post","Slick","2,695,706","0.00","1932","6","11 Jun 1932"
"Saturday Evening Post","Slick","2,690,964","0.00","1932","6","18 Jun 1932"
"Saturday Evening Post","Slick","2,675,757","0.00","1932","6","25 Jun 1932"
"Saturday Evening Post","Slick","2,684,942","0.00","1932","7","02 Jul 1932"
"Saturday Evening Post","Slick","2,705,771","0.00","1932","7","09 Jul 1932"
"Saturday Evening Post","Slick","2,700,603","0.00","1932","7","16 Jul 1932"
"Saturday Evening Post","Slick","2,711,235","0.00","1932","7","23 Jul 1932"
"Saturday Evening Post","Slick","2,676,873","0.00","1932","7","30 Jul 1932"
"Saturday Evening Post","Slick","2,689,061","0.00","1932","8","06 Aug 1932"
"Saturday Evening Post","Slick","2,678,938","0.00","1932","8","13 Aug 1932"
"Saturday Evening Post","Slick","2,699,537","0.00","1932","8","20 Aug 1932"
"Saturday Evening Post","Slick","2,713,810","0.00","1932","8","27 Aug 1932"
"Saturday Evening Post","Slick","2,699,680","0.00","1932","9","03 Sep 1932"
"Saturday Evening Post","Slick","2,768,668","0.00","1932","9","10 Sep 1932"
"Saturday Evening Post","Slick","2,796,161","0.00","1932","9","17 Sep 1932"
"Saturday Evening Post","Slick","2,751,937","0.00","1932","9","24 Sep 1932"
"Saturday Evening Post","Slick","2,762,284","0.00","1932","10","01 Oct 1932"
"Saturday Evening Post","Slick","2,745,244","0.00","1932","10","08 Oct 1932"
"Saturday Evening Post","Slick","2,747,648","0.00","1932","10","15 Oct 1932"
"Saturday Evening Post","Slick","2,735,760","0.00","1932","10","22 Oct 1932"
"Saturday Evening Post","Slick","2,789,242","0.00","1932","10","29 Oct 1932"
"Saturday Evening Post","Slick","2,825,148","0.00","1932","11","05 Nov 1932"
"Saturday Evening Post","Slick","2,786,573","0.00","1932","11","12 Nov 1932"
"Saturday Evening Post","Slick","2,817,806","0.00","1932","11","19 Nov 1932"
"Saturday Evening Post","Slick","2,799,789","0.00","1932","11","26 Nov 1932"
"Saturday Evening Post","Slick","2,887,959","0.00","1932","12","03 Dec 1932"
"Saturday Evening Post","Slick","2,894,787","0.00","1932","12","10 Dec 1932"
"Saturday Evening Post","Slick","2,850,204","0.00","1932","12","17 Dec 1932"
"Saturday Evening Post","Slick","2,770,241","0.00","1932","12","25 Dec 1932"
"Saturday Evening Post","Slick","2,783,450","0.00","1932","12","31 Dec 1932"
"Saturday Evening Post","Slick","3,089,544","","1939","1","07 Jan 1939"
"Saturday Evening Post","Slick","2,105,724","","1939","1","14 Jan 1939"
"Saturday Evening Post","Slick","3,117,291","","1939","1","21 Jan 1939"
"Saturday Evening Post","Slick","3,121,866","","1939","1","28 Jan 1939"
"Saturday Evening Post","Slick","3,174,677","","1939","2","04 Feb 1939"
"Saturday Evening Post","Slick","3,110,636","","1939","2","11 Feb 1939"
"Saturday Evening Post","Slick","3,161,373","","1939","2","18 Feb 1939"
"Saturday Evening Post","Slick","3,208,481","","1939","2","25 Feb 1939"
"Saturday Evening Post","Slick","3,220,305","","1939","3","04 Mar 1939"
"Saturday Evening Post","Slick","3,176,113","","1939","3","11 Mar 1939"
"Saturday Evening Post","Slick","3,187,103","","1939","3","18 Mar 1939"
"Saturday Evening Post","Slick","3,143,756","","1939","3","25 Mar 1939"
"Saturday Evening Post","Slick","3,138,869","","1939","4","01 Apr 1939"
"Saturday Evening Post","Slick","3,137,466","","1939","4","08 Apr 1939"
"Saturday Evening Post","Slick","3,175,390","","1939","4","15 Apr 1939"
"Saturday Evening Post","Slick","3,144,556","","1939","4","22 Apr 1939"
"Saturday Evening Post","Slick","3,060,212","","1939","4","29 Apr 1939"
"Saturday Evening Post","Slick","3,033,958","","1939","5","06 May 1939"
"Saturday Evening Post","Slick","3,006,949","","1939","5","13 May 1939"
"Saturday Evening Post","Slick","2,992,481","","1939","5","20 May 1939"
"Saturday Evening Post","Slick","3,021,134","","1939","5","27 May 1939"
"Saturday Evening Post","Slick","2,963,105","","1939","6","03 Jun 1939"
"Saturday Evening Post","Slick","3,016,168","","1939","6","10 Jun 1939"
"Saturday Evening Post","Slick","3,047,888","","1939","6","17 Jun 1939"
"Saturday Evening Post","Slick","2,050,152","","1939","6","24 Jun 1939"
