"Title","Type","Circulation","Price","Year","Month","Date"
"New Yorker","Quality","67,768","0.00","1928","9","01 Sep 1928"
"New Yorker","Quality","68,385","0.00","1928","9","08 Sep 1928"
"New Yorker","Quality","70,355","0.00","1928","9","15 Sep 1928"
"New Yorker","Quality","68,273","0.00","1928","9","22 Sep 1928"
"New Yorker","Quality","72,113","0.00","1928","9","29 Sep 1928"
"New Yorker","Quality","69,050","0.00","1928","10","06 Oct 1928"
"New Yorker","Quality","70,461","0.00","1928","10","13 Oct 1928"
"New Yorker","Quality","71,606","0.00","1928","10","20 Oct 1928"
"New Yorker","Quality","72,510","0.00","1928","10","27 Oct 1928"
"New Yorker","Quality","71,818","0.00","1928","11","03 Nov 1928"
"New Yorker","Quality","69,742","0.00","1928","11","10 Nov 1928"
"New Yorker","Quality","70,100","0.00","1928","11","17 Nov 1928"
"New Yorker","Quality","68,506","0.00","1928","11","24 Nov 1928"
"New Yorker","Quality","70,142","0.00","1928","12","01 Dec 1928"
"New Yorker","Quality","70,813","0.00","1928","12","08 Dec 1928"
"New Yorker","Quality","70,774","0.00","1928","12","15 Dec 1928"
"New Yorker","Quality","71,094","0.00","1928","12","22 Dec 1928"
"New Yorker","Quality","71,676","0.00","1928","12","29 Dec 1928"
"New Yorker","Quality","73,742","0.00","1929","1","05 Jan 1929"
"New Yorker","Quality","75,137","0.00","1929","1","12 Jan 1929"
"New Yorker","Quality","76,477","0.00","1929","1","19 Jan 1929"
"New Yorker","Quality","78,233","0.00","1929","1","26 Jan 1929"
"New Yorker","Quality","77,472","0.00","1929","2","02 Feb 1929"
"New Yorker","Quality","74,816","0.00","1929","2","09 Feb 1929"
"New Yorker","Quality","76,322","0.00","1929","2","16 Feb 1929"
"New Yorker","Quality","77,170","0.00","1929","2","23 Feb 1929"
"New Yorker","Quality","78,906","0.00","1929","3","02 Mar 1929"
"New Yorker","Quality","78,374","0.00","1929","3","09 Mar 1929"
"New Yorker","Quality","79,201","0.00","1929","3","16 Mar 1929"
"New Yorker","Quality","79,072","0.00","1929","3","23 Mar 1929"
"New Yorker","Quality","81,154","0.00","1929","3","30 Mar 1929"
"New Yorker","Quality","74,652","0.00","1929","4","06 Apr 1929"
"New Yorker","Quality","80,050","0.00","1929","4","13 Apr 1929"
"New Yorker","Quality","80,495","0.00","1929","4","20 Apr 1929"
"New Yorker","Quality","79,914","0.00","1929","4","27 Apr 1929"
"New Yorker","Quality","78,940","0.00","1929","5","04 May 1929"
"New Yorker","Quality","80,468","0.00","1929","5","11 May 1929"
"New Yorker","Quality","77,826","0.00","1929","5","18 May 1929"
"New Yorker","Quality","77,684","0.00","1929","5","25 May 1929"
"New Yorker","Quality","78,910","0.00","1929","6","01 Jun 1929"
"New Yorker","Quality","74,725","0.00","1929","6","08 Jun 1929"
"New Yorker","Quality","74,167","0.00","1929","6","15 Jun 1929"
"New Yorker","Quality","76,204","0.00","1929","6","22 Jun 1929"
"New Yorker","Quality","76,297","0.00","1929","6","29 Jun 1929"
"New Yorker","Quality","76,733","0.00","1929","7","06 Jul 1929"
"New Yorker","Quality","76,740","0.00","1929","7","13 Jul 1929"
"New Yorker","Quality","78,174","0.00","1929","7","20 Jul 1929"
"New Yorker","Quality","77,198","0.00","1929","7","27 Jul 1929"
"New Yorker","Quality","78,032","0.00","1929","8","03 Aug 1929"
"New Yorker","Quality","76,964","0.00","1929","8","10 Aug 1929"
"New Yorker","Quality","78,230","0.00","1929","8","17 Aug 1929"
"New Yorker","Quality","77,964","0.00","1929","8","24 Aug 1929"
"New Yorker","Quality","79,114","0.00","1929","8","31 Aug 1929"
"New Yorker","Quality","77,749","0.00","1929","9","07 Sep 1929"
"New Yorker","Quality","78,708","0.00","1929","9","14 Sep 1929"
"New Yorker","Quality","80,844","0.00","1929","9","21 Sep 1929"
"New Yorker","Quality","78,765","0.00","1929","9","28 Sep 1929"
"New Yorker","Quality","81,822","0.00","1929","10","05 Oct 1929"
"New Yorker","Quality","81,759","0.00","1929","10","12 Oct 1929"
"New Yorker","Quality","82,967","0.00","1929","10","19 Oct 1929"
"New Yorker","Quality","83,139","0.00","1929","10","26 Oct 1929"
"New Yorker","Quality","84,640","0.00","1929","11","02 Nov 1929"
"New Yorker","Quality","85,230","0.00","1929","11","09 Nov 1929"
"New Yorker","Quality","85,781","0.00","1929","11","16 Nov 1929"
"New Yorker","Quality","89,120","0.00","1929","11","23 Nov 1929"
"New Yorker","Quality","88,845","0.00","1929","11","30 Nov 1929"
"New Yorker","Quality","89,304","0.00","1929","12","07 Dec 1929"
"New Yorker","Quality","88,979","0.00","1929","12","14 Dec 1929"
"New Yorker","Quality","89,589","0.00","1929","12","21 Dec 1929"
"New Yorker","Quality","90,207","0.00","1929","12","28 Dec 1929"
"New Yorker","Quality","97,071","0.00","1930","1","04 Jan 1930"
"New Yorker","Quality","99,315","0.00","1930","1","11 Jan 1930"
"New Yorker","Quality","99,956","0.00","1930","1","18 Jan 1930"
"New Yorker","Quality","100,443","0.00","1930","1","25 Jan 1930"
"New Yorker","Quality","98,266","0.00","1930","2","01 Feb 1930"
"New Yorker","Quality","100,225","0.00","1930","2","08 Feb 1930"
"New Yorker","Quality","99,709","0.00","1930","2","15 Feb 1930"
"New Yorker","Quality","99,976","0.00","1930","2","22 Feb 1930"
"New Yorker","Quality","99,443","0.00","1930","3","01 Mar 1930"
"New Yorker","Quality","101,663","0.00","1930","3","08 Mar 1930"
"New Yorker","Quality","101,952","0.00","1930","3","15 Mar 1930"
"New Yorker","Quality","100,313","0.00","1930","3","22 Mar 1930"
"New Yorker","Quality","99,326","0.00","1930","3","29 Mar 1930"
"New Yorker","Quality","98,342","0.00","1930","4","05 Apr 1930"
"New Yorker","Quality","99,760","0.00","1930","4","12 Apr 1930"
"New Yorker","Quality","100,112","0.00","1930","4","19 Apr 1930"
"New Yorker","Quality","99,545","0.00","1930","4","26 Apr 1930"
"New Yorker","Quality","97,770","0.00","1930","5","03 May 1930"
"New Yorker","Quality","96,746","0.00","1930","5","10 May 1930"
"New Yorker","Quality","97,686","0.00","1930","5","17 May 1930"
"New Yorker","Quality","97,099","0.00","1930","5","24 May 1930"
"New Yorker","Quality","99,930","0.00","1930","5","31 May 1930"
"New Yorker","Quality","97,563","0.00","1930","6","07 Jun 1930"
"New Yorker","Quality","97,466","0.00","1930","6","14 Jun 1930"
"New Yorker","Quality","96,641","0.00","1930","6","21 Jun 1930"
"New Yorker","Quality","96,660","0.00","1930","6","28 Jun 1930"
"New Yorker","Quality","97,165","0.00","1930","7","05 Jul 1930"
"New Yorker","Quality","98,829","0.00","1930","7","12 Jul 1930"
"New Yorker","Quality","96,039","0.00","1930","7","19 Jul 1930"
"New Yorker","Quality","96,369","0.00","1930","7","26 Jul 1930"
"New Yorker","Quality","96,876","0.00","1930","8","02 Aug 1930"
"New Yorker","Quality","95,300","0.00","1930","8","09 Aug 1930"
"New Yorker","Quality","98,548","0.00","1930","8","16 Aug 1930"
"New Yorker","Quality","98,588","0.00","1930","8","23 Aug 1930"
"New Yorker","Quality","99,694","0.00","1930","8","30 Aug 1930"
"New Yorker","Quality","100,732","0.00","1930","9","06 Sep 1930"
"New Yorker","Quality","102,899","0.00","1930","9","13 Sep 1930"
"New Yorker","Quality","103,353","0.00","1930","9","20 Sep 1930"
"New Yorker","Quality","103,503","0.00","1930","9","27 Sep 1930"
"New Yorker","Quality","109,176","0.00","1930","10","04 Oct 1930"
"New Yorker","Quality","107,650","0.00","1930","10","11 Oct 1930"
"New Yorker","Quality","107,935","0.00","1930","10","18 Oct 1930"
"New Yorker","Quality","105,965","0.00","1930","10","25 Oct 1930"
"New Yorker","Quality","112,826","0.00","1930","11","01 Nov 1930"
"New Yorker","Quality","112,526","0.00","1930","11","08 Nov 1930"
"New Yorker","Quality","111,466","0.00","1930","11","15 Nov 1930"
"New Yorker","Quality","111,666","0.00","1930","11","22 Nov 1930"
"New Yorker","Quality","113,198","0.00","1930","11","29 Nov 1930"
"New Yorker","Quality","114,503","0.00","1930","12","06 Dec 1930"
"New Yorker","Quality","111,910","0.00","1930","12","13 Dec 1930"
"New Yorker","Quality","112,573","0.00","1930","12","20 Dec 1930"
"New Yorker","Quality","110,926","0.00","1930","12","27 Dec 1930"
"New Yorker","Quality","118,056","0.00","1931","1","03 Jan 1931"
"New Yorker","Quality","118,208","0.00","1931","1","10 Jan 1931"
"New Yorker","Quality","121,516","0.00","1931","1","17 Jan 1931"
"New Yorker","Quality","121,913","0.00","1931","1","24 Jan 1931"
"New Yorker","Quality","124,642","0.00","1931","1","31 Jan 1931"
"New Yorker","Quality","124,151","0.00","1931","2","07 Feb 1931"
"New Yorker","Quality","122,870","0.00","1931","2","14 Feb 1931"
"New Yorker","Quality","123,361","0.00","1931","2","21 Feb 1931"
"New Yorker","Quality","123,105","0.00","1931","2","28 Feb 1931"
"New Yorker","Quality","123,672","0.00","1931","3","07 Mar 1931"
"New Yorker","Quality","124,485","0.00","1931","3","14 Mar 1931"
"New Yorker","Quality","124,192","0.00","1931","3","21 Mar 1931"
"New Yorker","Quality","124,726","0.00","1931","3","28 Mar 1931"
"New Yorker","Quality","124,301","0.00","1931","4","04 Apr 1931"
"New Yorker","Quality","124,047","0.00","1931","4","11 Apr 1931"
"New Yorker","Quality","122,002","0.00","1931","4","18 Apr 1931"
"New Yorker","Quality","122,566","0.00","1931","4","25 Apr 1931"
"New Yorker","Quality","120,966","0.00","1931","5","02 May 1931"
"New Yorker","Quality","120,373","0.00","1931","5","09 May 1931"
"New Yorker","Quality","118,091","0.00","1931","5","16 May 1931"
"New Yorker","Quality","118,908","0.00","1931","5","23 May 1931"
"New Yorker","Quality","117,521","0.00","1931","5","30 May 1931"
"New Yorker","Quality","118,468","0.00","1931","6","06 Jun 1931"
"New Yorker","Quality","117,894","0.00","1931","6","13 Jun 1931"
"New Yorker","Quality","116,409","0.00","1931","6","20 Jun 1931"
"New Yorker","Quality","116,717","0.00","1931","6","27 Jun 1931"
"New Yorker","Quality","117,119","0.00","1931","7","04 Jul 1931"
"New Yorker","Quality","115,357","0.00","1931","7","11 Jul 1931"
"New Yorker","Quality","117,184","0.00","1931","7","18 Jul 1931"
"New Yorker","Quality","117,207","0.00","1931","7","25 Jul 1931"
"New Yorker","Quality","115,855","0.00","1931","8","01 Aug 1931"
"New Yorker","Quality","116,018","0.00","1931","8","08 Aug 1931"
"New Yorker","Quality","117,097","0.00","1931","8","15 Aug 1931"
"New Yorker","Quality","118,536","0.00","1931","8","22 Aug 1931"
"New Yorker","Quality","118,079","0.00","1931","8","29 Aug 1931"
"New Yorker","Quality","118,084","0.00","1931","9","05 Sep 1931"
"New Yorker","Quality","120,458","0.00","1931","9","12 Sep 1931"
"New Yorker","Quality","119,031","0.00","1931","9","19 Sep 1931"
"New Yorker","Quality","120,459","0.00","1931","9","26 Sep 1931"
"New Yorker","Quality","119,797","0.00","1931","10","03 Oct 1931"
"New Yorker","Quality","120,660","0.00","1931","10","10 Oct 1931"
"New Yorker","Quality","120,230","0.00","1931","10","17 Oct 1931"
"New Yorker","Quality","121,625","0.00","1931","10","24 Oct 1931"
"New Yorker","Quality","120,574","0.00","1931","10","31 Oct 1931"
"New Yorker","Quality","120,738","0.00","1931","11","07 Nov 1931"
"New Yorker","Quality","121,487","0.00","1931","11","14 Nov 1931"
"New Yorker","Quality","121,017","0.00","1931","11","21 Nov 1931"
"New Yorker","Quality","119,373","0.00","1931","11","28 Nov 1931"
"New Yorker","Quality","121,369","0.00","1931","12","05 Dec 1931"
"New Yorker","Quality","120,274","0.00","1931","12","12 Dec 1931"
"New Yorker","Quality","115,312","0.00","1931","12","19 Dec 1931"
"New Yorker","Quality","113,590","0.00","1931","12","26 Dec 1931"
"New Yorker","Quality","120,402","0.00","1932","1","02 Jan 1932"
"New Yorker","Quality","120,512","0.00","1932","1","09 Jan 1932"
"New Yorker","Quality","117,909","0.00","1932","1","16 Jan 1932"
"New Yorker","Quality","115,780","0.00","1932","1","23 Jan 1932"
"New Yorker","Quality","115,779","0.00","1932","1","30 Jan 1932"
"New Yorker","Quality","117,442","0.00","1932","2","06 Feb 1932"
"New Yorker","Quality","120,126","0.00","1932","2","13 Feb 1932"
"New Yorker","Quality","119,741","0.00","1932","2","20 Feb 1932"
"New Yorker","Quality","115,596","0.00","1932","2","27 Feb 1932"
"New Yorker","Quality","116,767","0.00","1932","3","05 Mar 1932"
"New Yorker","Quality","114,487","0.00","1932","3","12 Mar 1932"
"New Yorker","Quality","119,049","0.00","1932","3","19 Mar 1932"
"New Yorker","Quality","116,150","0.00","1932","3","26 Mar 1932"
"New Yorker","Quality","116,220","0.00","1932","4","02 Apr 1932"
"New Yorker","Quality","114,738","0.00","1932","4","09 Apr 1932"
"New Yorker","Quality","113,804","0.00","1932","4","16 Apr 1932"
"New Yorker","Quality","111,199","0.00","1932","4","23 Apr 1932"
"New Yorker","Quality","110,414","0.00","1932","4","30 Apr 1932"
"New Yorker","Quality","111,233","0.00","1932","5","07 May 1932"
"New Yorker","Quality","107,948","0.00","1932","5","14 May 1932"
"New Yorker","Quality","109,380","0.00","1932","5","21 May 1932"
"New Yorker","Quality","108,106","0.00","1932","5","28 May 1932"
"New Yorker","Quality","108,265","0.00","1932","6","04 Jun 1932"
"New Yorker","Quality","108,217","0.00","1932","6","11 Jun 1932"
"New Yorker","Quality","107,738","0.00","1932","6","18 Jun 1932"
"New Yorker","Quality","107,485","0.00","1932","6","25 Jun 1932"
"New Yorker","Quality","106,595","0.00","1932","7","02 Jul 1932"
"New Yorker","Quality","104,762","0.00","1932","7","09 Jul 1932"
"New Yorker","Quality","107,710","0.00","1932","7","16 Jul 1932"
"New Yorker","Quality","106,143","0.00","1932","7","23 Jul 1932"
"New Yorker","Quality","105,396","0.00","1932","7","30 Jul 1932"
"New Yorker","Quality","107,512","0.00","1932","8","06 Aug 1932"
"New Yorker","Quality","107,308","0.00","1932","8","13 Aug 1932"
"New Yorker","Quality","106,727","0.00","1932","8","20 Aug 1932"
"New Yorker","Quality","106,536","0.00","1932","8","27 Aug 1932"
"New Yorker","Quality","108,891","0.00","1932","9","03 Sep 1932"
"New Yorker","Quality","108,140","0.00","1932","9","10 Sep 1932"
"New Yorker","Quality","111,326","0.00","1932","9","17 Sep 1932"
"New Yorker","Quality","112,621","0.00","1932","9","24 Sep 1932"
"New Yorker","Quality","111,306","0.00","1932","10","01 Oct 1932"
"New Yorker","Quality","111,321","0.00","1932","10","08 Oct 1932"
"New Yorker","Quality","115,738","0.00","1932","10","15 Oct 1932"
"New Yorker","Quality","113,532","0.00","1932","10","22 Oct 1932"
"New Yorker","Quality","113,199","0.00","1932","10","29 Oct 1932"
"New Yorker","Quality","117,296","0.00","1932","11","05 Nov 1932"
"New Yorker","Quality","118,209","0.00","1932","11","12 Nov 1932"
"New Yorker","Quality","119,732","0.00","1932","11","19 Nov 1932"
"New Yorker","Quality","117,256","0.00","1932","11","26 Nov 1932"
"New Yorker","Quality","120,707","0.00","1932","12","03 Dec 1932"
"New Yorker","Quality","120,266","0.00","1932","12","10 Dec 1932"
"New Yorker","Quality","119,798","0.00","1932","12","17 Dec 1932"
"New Yorker","Quality","120,462","0.00","1932","12","25 Dec 1932"
"New Yorker","Quality","121,408","0.00","1932","12","31 Dec 1932"
"New Yorker","Quality","121,289","0.00","1933","1","07 Jan 1933"
"New Yorker","Quality","120,365","0.00","1933","1","14 Jan 1933"
"New Yorker","Quality","120,656","0.00","1933","1","21 Jan 1933"
"New Yorker","Quality","123,400","0.00","1933","1","28 Jan 1933"
"New Yorker","Quality","122,192","0.00","1933","2","04 Feb 1933"
"New Yorker","Quality","124,219","0.00","1933","2","11 Feb 1933"
"New Yorker","Quality","120,170","0.00","1933","2","18 Feb 1933"
"New Yorker","Quality","117,722","0.00","1933","2","25 Feb 1933"
"New Yorker","Quality","113,265","0.00","1933","3","04 Mar 1933"
"New Yorker","Quality","112,887","0.00","1933","3","11 Mar 1933"
"New Yorker","Quality","115,934","0.00","1933","3","18 Mar 1933"
"New Yorker","Quality","115,793","0.00","1933","3","25 Mar 1933"
"New Yorker","Quality","116,045","0.00","1933","4","01 Apr 1933"
"New Yorker","Quality","116,863","0.00","1933","4","08 Apr 1933"
"New Yorker","Quality","116,319","0.00","1933","4","15 Apr 1933"
"New Yorker","Quality","112,909","0.00","1933","4","22 Apr 1933"
"New Yorker","Quality","112,397","0.00","1933","4","29 Apr 1933"
"New Yorker","Quality","111,784","0.00","1933","5","06 May 1933"
"New Yorker","Quality","110,556","0.00","1933","5","13 May 1933"
"New Yorker","Quality","111,101","0.00","1933","5","20 May 1933"
"New Yorker","Quality","111,013","0.00","1933","5","27 May 1933"
"New Yorker","Quality","108,931","0.00","1933","6","03 Jun 1933"
"New Yorker","Quality","108,423","0.00","1933","6","10 Jun 1933"
"New Yorker","Quality","112,052","0.00","1933","6","17 Jun 1933"
"New Yorker","Quality","110,948","0.00","1933","6","24 Jun 1933"
"New Yorker","Quality","111,078","0.00","1933","7","01 Jul 1933"
"New Yorker","Quality","110,649","0.00","1933","7","08 Jul 1933"
"New Yorker","Quality","112,652","0.00","1933","7","15 Jul 1933"
"New Yorker","Quality","111,598","0.00","1933","7","22 Jul 1933"
"New Yorker","Quality","111,037","0.00","1933","7","29 Jul 1933"
"New Yorker","Quality","110,280","0.00","1933","8","05 Aug 1933"
"New Yorker","Quality","111,767","0.00","1933","8","12 Aug 1933"
"New Yorker","Quality","113,560","0.00","1933","8","19 Aug 1933"
"New Yorker","Quality","113,763","0.00","1933","8","26 Aug 1933"
"New Yorker","Quality","114,423","0.00","1933","9","02 Sep 1933"
"New Yorker","Quality","112,696","0.00","1933","9","09 Sep 1933"
"New Yorker","Quality","117,867","0.00","1933","9","16 Sep 1933"
"New Yorker","Quality","115,844","0.00","1933","9","23 Sep 1933"
"New Yorker","Quality","116,216","0.00","1933","9","30 Sep 1933"
"New Yorker","Quality","117,355","0.00","1933","10","07 Oct 1933"
"New Yorker","Quality","117,085","0.00","1933","10","14 Oct 1933"
"New Yorker","Quality","117,677","0.00","1933","10","21 Oct 1933"
"New Yorker","Quality","116,005","0.00","1933","10","28 Oct 1933"
"New Yorker","Quality","120,267","0.00","1933","11","04 Nov 1933"
"New Yorker","Quality","121,254","0.00","1933","11","11 Nov 1933"
"New Yorker","Quality","122,696","0.00","1933","11","18 Nov 1933"
"New Yorker","Quality","124,400","0.00","1933","11","25 Nov 1933"
"New Yorker","Quality","123,225","0.00","1933","12","02 Dec 1933"
"New Yorker","Quality","123,947","0.00","1933","12","09 Dec 1933"
"New Yorker","Quality","121,451","0.00","1933","12","16 Dec 1933"
"New Yorker","Quality","119,468","0.00","1933","12","23 Dec 1933"
"New Yorker","Quality","120,128","0.00","1933","12","30 Dec 1933"
"New Yorker","Quality","124,647","0.00","1934","1","06 Jan 1934"
