"Title","Type","Circulation","Price","Year","Month","Date"
"Street & Smith","Pulp group","851,465","","1931","7","01 Jul 1931"
"Street & Smith","Pulp group","898,709","","1931","8","01 Aug 1931"
"Street & Smith","Pulp group","935,201","","1931","9","01 Sep 1931"
"Street & Smith","Pulp group","864,823","","1931","10","01 Oct 1931"
"Street & Smith","Pulp group","862,132","","1931","11","01 Nov 1931"
"Street & Smith","Pulp group","902,406","","1931","12","01 Dec 1931"
"Street & Smith","Pulp group","989,295","","1932","1","01 Jan 1932"
"Street & Smith","Pulp group","1,013,970","","1932","2","01 Feb 1932"
"Street & Smith","Pulp group","949,344","","1932","3","01 Mar 1932"
"Street & Smith","Pulp group","924,492","","1932","4","01 Apr 1932"
"Street & Smith","Pulp group","920,527","","1932","5","01 May 1932"
"Street & Smith","Pulp group","864,910","","1932","6","01 Jun 1932"
"Street & Smith","Pulp group","895,632","","1932","7","01 Jul 1932"
"Street & Smith","Pulp group","1,019,681","","1932","8","01 Aug 1932"
"Street & Smith","Pulp group","1,046,629","","1932","9","01 Sep 1932"
"Street & Smith","Pulp group","1,015,206","","1932","10","01 Oct 1932"
"Street & Smith","Pulp group","1,011,773","","1932","11","01 Nov 1932"
"Street & Smith","Pulp group","1,036,086","","1932","12","01 Dec 1932"
"Street & Smith","Pulp group","1,080,081","","1933","1","01 Jan 1933"
"Street & Smith","Pulp group","1,045,481","","1933","2","01 Feb 1933"
"Street & Smith","Pulp group","976,625","","1933","3","01 Mar 1933"
"Street & Smith","Pulp group","932,027","","1933","4","01 Apr 1933"
"Street & Smith","Pulp group","872,003","","1933","5","01 May 1933"
"Street & Smith","Pulp group","844,086","","1933","6","01 Jun 1933"
"Street & Smith","Pulp group","856,822","","1933","7","01 Jul 1933"
"Street & Smith","Pulp group","921,512","","1933","8","01 Aug 1933"
"Street & Smith","Pulp group","965,684","","1933","9","01 Sep 1933"
"Street & Smith","Pulp group","965,496","","1933","10","01 Oct 1933"
"Street & Smith","Pulp group","970,138","","1933","11","01 Nov 1933"
"Street & Smith","Pulp group","995,930","","1933","12","01 Dec 1933"
"Street & Smith","Pulp group","1,287,818","","1934","1","01 Jan 1934"
"Street & Smith","Pulp group","1,267,462","","1934","2","01 Feb 1934"
"Street & Smith","Pulp group","1,291,352","","1934","3","01 Mar 1934"
"Street & Smith","Pulp group","1,222,931","","1934","4","01 Apr 1934"
"Street & Smith","Pulp group","1,113,226","","1934","5","01 May 1934"
"Street & Smith","Pulp group","1,078,195","","1934","6","01 Jun 1934"
"Street & Smith","Pulp group","1,095,917","","1934","7","01 Jul 1934"
"Street & Smith","Pulp group","1,129,503","","1934","8","01 Aug 1934"
"Street & Smith","Pulp group","1,208,299","","1934","9","01 Sep 1934"
"Street & Smith","Pulp group","1,161,846","","1934","10","01 Oct 1934"
"Street & Smith","Pulp group","1,158,530","","1934","11","01 Nov 1934"
"Street & Smith","Pulp group","1,215,830","","1934","12","01 Dec 1934"
"Street & Smith","Pulp group","1,218,021","","1935","1","01 Jan 1935"
"Street & Smith","Pulp group","1,197,667","","1935","2","01 Feb 1935"
"Street & Smith","Pulp group","1,118,231","","1935","3","01 Mar 1935"
"Street & Smith","Pulp group","1,080,092","","1935","4","01 Apr 1935"
"Street & Smith","Pulp group","969,156","","1935","5","01 May 1935"
"Street & Smith","Pulp group","967,888","","1935","6","01 Jun 1935"
"Street & Smith","Pulp group","950,634","","1935","7","01 Jul 1935"
"Street & Smith","Pulp group","986,048","","1935","8","01 Aug 1935"
"Street & Smith","Pulp group","1,083,834","","1935","9","01 Sep 1935"
"Street & Smith","Pulp group","1,085,370","","1935","10","01 Oct 1935"
"Street & Smith","Pulp group","1,091,268","","1935","11","01 Nov 1935"
"Street & Smith","Pulp group","1,132,318","","1935","12","01 Dec 1935"
"Street & Smith","Pulp group","1,144,774","","1936","1","01 Jan 1936"
"Street & Smith","Pulp group","1,198,046","","1936","2","01 Feb 1936"
"Street & Smith","Pulp group","1,087,222","","1936","3","01 Mar 1936"
"Street & Smith","Pulp group","1,024,832","","1936","4","01 Apr 1936"
"Street & Smith","Pulp group","955,838","","1936","5","01 May 1936"
"Street & Smith","Pulp group","941,771","","1936","6","01 Jun 1936"
"Street & Smith","Pulp group","937,314","","1936","7","01 Jul 1936"
"Street & Smith","Pulp group","1,005,758","","1936","8","01 Aug 1936"
"Street & Smith","Pulp group","1,037,914","","1936","9","01 Sep 1936"
"Street & Smith","Pulp group","1,044,617","","1936","10","01 Oct 1936"
"Street & Smith","Pulp group","1,058,962","","1936","11","01 Nov 1936"
"Street & Smith","Pulp group","1,063,507","","1936","12","01 Dec 1936"
"Street & Smith","Pulp group","1,046,287","","1937","1","01 Jan 1937"
"Street & Smith","Pulp group","1,066,769","","1937","2","01 Feb 1937"
"Street & Smith","Pulp group","974,850","","1937","3","01 Mar 1937"
"Street & Smith","Pulp group","929,148","","1937","4","01 Apr 1937"
"Street & Smith","Pulp group","872,477","","1937","5","01 May 1937"
"Street & Smith","Pulp group","863,805","","1937","6","01 Jun 1937"
"Street & Smith","Pulp group","928,171","","1937","7","01 Jul 1937"
"Street & Smith","Pulp group","1,009,229","","1937","8","01 Aug 1937"
"Street & Smith","Pulp group","1,081,569","","1937","9","01 Sep 1937"
"Street & Smith","Pulp group","1,089,222","","1937","10","01 Oct 1937"
"Street & Smith","Pulp group","1,132,953","","1937","11","01 Nov 1937"
"Street & Smith","Pulp group","1,077,504","","1937","12","01 Dec 1937"
"Street & Smith","Pulp group","1,109,594","","1938","1","01 Jan 1938"
"Street & Smith","Pulp group","1,084,002","","1938","2","01 Feb 1938"
"Street & Smith","Pulp group","1,020,060","","1938","3","01 Mar 1938"
"Street & Smith","Pulp group","970,914","","1938","4","01 Apr 1938"
"Street & Smith","Pulp group","909,216","","1938","5","01 May 1938"
"Street & Smith","Pulp group","892,026","","1938","6","01 Jun 1938"
"Street & Smith","Pulp group","861,804","","1938","7","01 Jul 1938"
"Street & Smith","Pulp group","941,195","","1938","8","01 Aug 1938"
"Street & Smith","Pulp group","908,271","","1938","9","01 Sep 1938"
"Street & Smith","Pulp group","916,201","","1938","10","01 Oct 1938"
"Street & Smith","Pulp group","917,913","","1938","11","01 Nov 1938"
"Street & Smith","Pulp group","940,875","","1938","12","01 Dec 1938"
"Street & Smith","Pulp group","952,346","","1939","1","01 Jan 1939"
"Street & Smith","Pulp group","977,918","","1939","2","01 Feb 1939"
"Street & Smith","Pulp group","993,106","","1939","3","01 Mar 1939"
"Street & Smith","Pulp group","960,191","","1939","4","01 Apr 1939"
"Street & Smith","Pulp group","885,481","","1939","5","01 May 1939"
"Street & Smith","Pulp group","835,979","","1939","6","01 Jun 1939"
"Street & Smith","Pulp group","841,360","","1939","7","01 Jul 1939"
"Street & Smith","Pulp group","870,798","","1939","8","01 Aug 1939"
"Street & Smith","Pulp group","952,685","","1939","9","01 Sep 1939"
"Street & Smith","Pulp group","984,619","","1939","10","01 Oct 1939"
"Street & Smith","Pulp group","953,374","","1939","11","01 Nov 1939"
"Street & Smith","Pulp group","987,361","","1939","12","01 Dec 1939"
"Street & Smith","Pulp group","1,045,682","","1940","1","01 Jan 1940"
"Street & Smith","Pulp group","1,041,488","","1940","2","01 Feb 1940"
"Street & Smith","Pulp group","997,125","","1940","3","01 Mar 1940"
"Street & Smith","Pulp group","953,405","","1940","4","01 Apr 1940"
"Street & Smith","Pulp group","850,282","","1940","5","01 May 1940"
"Street & Smith","Pulp group","801,109","","1940","6","01 Jun 1940"
"Street & Smith","Pulp group","761,588","","1940","7","01 Jul 1940"
"Street & Smith","Pulp group","801,624","","1940","8","01 Aug 1940"
"Street & Smith","Pulp group","855,668","","1940","9","01 Sep 1940"
"Street & Smith","Pulp group","826,080","","1940","10","01 Oct 1940"
"Street & Smith","Pulp group","841,149","","1940","11","01 Nov 1940"
"Street & Smith","Pulp group","856,621","","1940","12","01 Dec 1940"
